ClaimID,AccidentDate,ReportDate,TransactionDate,TransactionAmount
CLM-10025,2023-04-02,2023-06-03,2024-02-13,55977.44
CLM-10764,2022-11-07,2023-02-03,2023-04-11,25958.15
CLM-10659,2022-08-28,2022-09-06,2022-11-13,53862.64
CLM-10487,2021-03-17,2021-05-22,2021-09-26,71152.26
CLM-10738,2020-12-21,2021-02-27,2021-12-17,78001.17
CLM-10514,2020-07-07,2020-08-22,2021-04-18,27448.29
CLM-10589,2020-01-24,2020-04-20,2020-12-17,8423.56
CLM-10782,2023-12-30,2024-01-19,2025-05-03,63529.23
CLM-10190,2023-03-18,2023-04-09,2023-08-09,-3252.84
CLM-10148,2022-03-26,,2023-01-25,8778.63
CLM-10620,2024-02-20,2024-05-19,2025-03-31,26143.61
CLM-10496,2020-05-19,2020-07-28,2020-11-24,44502.37
CLM-10606,2022-04-02,2022-05-23,2022-12-14,63900.13
CLM-10122,2022-03-21,2022-06-08,2022-11-21,3430.15
CLM-10468,2023-04-09,2023-05-27,2023-03-18,84946.4
CLM-10143,2023-08-12,2023-09-15,2024-08-17,63254.84
CLM-10290,2024-01-22,2024-02-13,2024-03-27,-14901.91
CLM-10165,2020-11-01,2020-11-23,2021-08-30,5835.25
CLM-10799,2021-09-10,2021-11-30,2023-01-04,67671.82
CLM-10241,2021-01-14,2021-04-13,2022-02-09,66173.71
CLM-10687,2023-06-22,2023-08-19,2023-11-08,16518.95
CLM-10263,2022-05-02,2022-05-25,2023-02-21,-12450.55
CLM-10684,2022-05-06,2022-06-26,2023-03-04,82349.92
CLM-10188,2020-04-03,2020-05-28,2020-07-19,68236.01
CLM-10002,2024-02-07,2024-02-13,2024-03-25,42891.74
CLM-10615,2023-03-05,2023-03-13,2024-05-08,33893.15
CLM-10177,2020-02-03,2020-03-24,2021-03-16,-8797.18
CLM-10598,2021-10-02,2021-12-23,2022-04-30,63462.71
CLM-10009,2022-02-22,2022-03-08,2023-06-10,5377.25
CLM-10121,2024-09-12,2024-11-16,2025-01-12,-23203.37
CLM-10539,2020-08-28,2020-11-18,2021-09-04,57347.35
CLM-10327,2024-05-12,,2025-05-17,80910.46
CLM-10177,2020-02-03,2020-03-24,2020-09-17,43098.23
CLM-10107,2024-10-02,2024-11-14,2025-03-20,41712.82
CLM-10416,2022-03-28,,2022-05-18,54740.45
CLM-10568,2023-03-22,2023-04-04,2024-06-10,-15356.7
CLM-10239,2023-09-22,2023-11-08,2024-11-30,54265.69
CLM-10451,2022-11-29,2023-01-10,2023-07-07,30855.12
CLM-10774,2021-09-02,2021-10-07,2022-03-20,71393.56
CLM-10618,2023-06-28,2023-09-22,2023-11-19,72563.15
CLM-10379,2020-05-27,2020-08-22,2021-10-08,40513.5
CLM-10566,2020-10-13,2020-12-27,2021-05-13,78193.76
CLM-10424,2022-05-03,2022-07-31,2022-08-18,-24948.9
CLM-10630,2023-01-27,,2023-01-13,9638.17
CLM-10025,2023-04-02,2023-06-03,2023-07-23,38817.89
CLM-10781,2021-12-31,2022-01-08,2022-06-30,2978.53
CLM-10520,2023-01-27,2023-04-12,2023-08-28,26674.94
CLM-10261,2020-07-16,2020-08-28,2020-10-04,73817.32
CLM-10749,2021-05-21,2021-06-26,2021-08-17,5741.61
CLM-10585,2024-06-01,2024-08-16,2024-11-06,41620.68
CLM-10160,2021-05-24,2021-06-29,2022-05-12,54700.92
CLM-10343,2022-03-08,2022-05-10,2022-10-30,68435.8
CLM-10715,2022-01-13,,2022-04-28,64371.22
CLM-10732,2024-04-29,2024-05-02,2025-02-07,16028.37
CLM-10200,2020-01-10,2020-02-20,2021-05-10,81432.47
CLM-10210,2021-07-05,2021-08-03,2022-02-07,78475.18
CLM-10057,2020-05-31,2020-06-23,2021-03-27,54040.08
CLM-10109,2020-09-29,2020-10-24,2021-06-05,48874.06
CLM-10341,2024-05-09,2024-06-16,2025-01-26,7462.27
CLM-10266,2022-06-30,2022-08-20,2023-05-15,-24576.85
CLM-10038,2023-10-06,2023-11-04,2024-01-20,5026.86
CLM-10547,2020-11-28,2021-02-13,2021-07-06,14142.38
CLM-10626,2023-01-05,,2024-01-06,6336.95
CLM-10519,2022-08-18,2022-11-15,2022-12-18,20000.25
CLM-10034,2023-04-03,2023-06-25,2024-03-09,30510.32
CLM-10362,2022-08-27,2022-11-24,2023-05-01,35720.61
CLM-10626,2023-01-05,,2023-05-08,17869.74
CLM-10251,2022-04-20,2022-07-13,2022-12-15,47781.08
CLM-10727,2024-01-16,2024-02-10,2024-08-20,50136.68
CLM-10068,2024-11-18,2024-12-09,2025-03-07,82807.02
CLM-10525,2020-01-15,2020-02-13,2021-04-03,-1770.32
CLM-10488,2022-10-12,2023-01-02,2023-09-12,65802.59
CLM-10060,2023-02-13,2023-03-14,2023-10-02,67588.63
CLM-10323,2021-10-28,2021-12-09,2022-03-27,37106.3
CLM-10753,2022-06-29,2022-08-01,2024-01-18,28849.27
CLM-10592,2024-02-09,2024-04-20,2024-08-06,63322.1
CLM-10695,2023-05-05,2023-08-01,2024-01-25,22874.88
CLM-10368,2021-10-30,2021-12-02,2022-03-20,39652.97
CLM-10318,2024-09-05,2024-11-01,2025-04-19,72816.67
CLM-10577,2020-09-26,2020-12-22,2021-08-13,77015.11
CLM-10709,2020-11-01,2021-01-16,2021-06-13,3632.07
CLM-10455,2023-09-17,2023-10-10,2025-03-03,69748.93
CLM-10085,2021-04-19,2021-07-03,2022-01-11,68456.98
CLM-10745,2020-09-17,2020-11-16,2021-07-10,20460.72
CLM-10652,2023-10-21,2023-12-11,2025-03-20,74471.48
CLM-10635,2021-05-04,2021-05-27,2021-12-04,5527.67
CLM-10724,2022-02-18,2022-02-24,2022-05-28,20891.06
CLM-10328,2024-10-02,2024-11-16,2025-03-19,2757.76
CLM-10282,2022-10-12,2022-11-30,2023-10-28,-10116.6
CLM-10521,2022-01-05,2022-02-05,2022-07-18,2225333.29
CLM-10688,2020-01-02,2020-02-21,2021-01-30,26341.33
CLM-10156,2020-11-22,2021-02-10,2021-06-20,83184.98
CLM-10767,2024-08-28,2024-10-26,2025-02-14,55650.49
CLM-10519,2022-08-18,2022-11-15,2023-01-25,75903.67
CLM-10641,2020-01-14,2020-04-05,2020-08-08,74286.79
CLM-10415,2021-08-30,2021-11-09,2023-09-23,73362.21
CLM-10794,2024-03-04,2024-05-26,2024-07-07,33519.99
CLM-10784,2022-11-25,2022-12-09,2023-01-10,-12540.98
CLM-10375,2021-01-24,2021-04-03,2021-11-05,-13361.89
CLM-10349,2022-02-13,2022-03-11,2023-02-28,78029.53
CLM-10631,2023-12-04,2024-01-17,2024-11-18,13621.08
CLM-10783,2023-05-31,2023-07-12,2024-09-02,2266.99
CLM-10096,2022-01-02,2022-01-10,2022-09-26,13879.16
CLM-10322,2023-07-04,2023-09-21,2024-03-16,20407.47
CLM-10638,2023-06-21,2023-09-09,2024-06-19,41914.98
CLM-10031,2020-06-09,2020-08-27,2021-02-09,48075.52
CLM-10488,2022-10-12,2023-01-02,2023-04-13,-1606.78
CLM-10563,2023-12-06,2024-02-26,2024-08-21,73275.9
CLM-10100,2024-08-17,2024-09-07,2025-03-22,66565.12
CLM-10718,2023-05-25,2023-06-09,2023-10-22,10068.87
CLM-10610,2023-10-29,2023-11-12,2024-11-14,66169.27
CLM-10606,2022-04-02,2022-05-23,2022-09-07,74007.93
CLM-10316,2020-03-24,2020-04-19,2020-06-28,81280.48
CLM-10737,2020-02-19,2020-04-14,2021-05-10,84043.84
CLM-10047,2024-11-15,2024-11-25,2025-03-31,61043.0
CLM-10525,2020-01-15,2020-02-13,2020-09-03,61634.61
CLM-10168,2023-07-28,2023-08-10,2024-03-03,62948.31
CLM-10145,2020-01-21,2020-03-11,2020-08-30,9197.16
CLM-10303,2021-03-20,2021-04-27,2021-05-22,76083.58
CLM-10484,2023-01-23,2023-03-30,2023-11-04,49235.99
CLM-10112,2022-08-24,2022-10-23,2024-03-13,42755.92
CLM-10622,2023-03-12,2023-03-27,2024-02-26,-10843.24
CLM-10684,2022-05-06,2022-06-26,2023-09-28,72265.4
CLM-10426,2023-10-14,2023-11-25,2024-03-29,35200.87
CLM-10421,2021-02-14,2021-03-17,2021-09-17,-23131.89
CLM-10103,2022-07-01,2022-07-12,2023-06-07,72138.79
CLM-10139,2024-01-29,2024-02-27,2024-06-12,32572.67
CLM-10405,2021-01-28,2021-03-04,2023-05-17,-21003.39
CLM-10790,2024-09-23,2024-10-26,2025-01-03,14605.31
CLM-10307,2020-01-21,2020-03-16,2020-04-18,42423.28
CLM-10122,2022-03-21,2022-06-08,2023-02-02,79631.16
CLM-10615,2023-03-05,2023-03-13,2023-07-17,17104.44
CLM-10308,2023-06-13,2023-08-18,2024-12-30,-16640.03
CLM-10225,2022-12-14,2023-02-01,2024-01-27,-23066.75
CLM-10234,2023-07-23,2023-09-20,2023-11-04,49827.43
CLM-10675,2023-03-27,2023-04-08,2024-06-27,11334.56
CLM-10677,2024-05-25,2024-07-30,2025-01-31,71059.49
CLM-10570,2021-09-30,2021-12-06,2022-12-05,66496.28
CLM-10187,2020-07-28,2020-08-05,2021-08-28,54938.32
CLM-10584,2020-04-23,2020-05-02,2020-11-20,25207.71
CLM-10472,2023-03-07,2023-05-19,2024-05-05,24013.29
CLM-10694,2020-10-10,2020-10-13,2021-07-18,35825.62
CLM-10596,2023-07-05,2023-07-12,2023-09-08,48925.55
CLM-10343,2022-03-08,2022-05-10,2023-10-16,-1989.02
CLM-10674,2024-02-22,2024-04-09,2025-01-12,-317444.92
CLM-10173,2021-10-05,2021-12-04,2023-04-18,66514.29
CLM-10458,2022-10-02,2022-10-24,2023-10-25,-9764.37
CLM-10106,2021-12-04,2022-01-01,2023-03-31,52000.06
CLM-10417,2022-01-24,2022-03-03,2022-11-22,-23750.24
CLM-10719,2021-10-22,2021-12-19,2022-03-23,78689.05
CLM-10098,2023-05-17,2023-07-25,2023-10-02,-19208.87
CLM-10322,2023-07-04,2023-09-21,2024-06-11,58362.0
CLM-10223,2020-06-27,2020-08-09,2021-04-01,80708.27
CLM-10574,2023-10-04,2023-10-24,2024-02-19,10439.73
CLM-10264,2021-05-07,2021-06-21,2021-10-29,1150110.28
CLM-10444,2021-02-15,2021-04-08,2021-09-22,83012.76
CLM-10397,2022-01-28,2022-02-23,2022-06-07,12268.68
CLM-10212,2024-09-13,2024-09-22,2025-04-04,62771.56
CLM-10644,2023-02-01,2023-02-17,2024-01-17,9104.86
CLM-10475,2022-10-21,2022-12-25,2024-06-13,84916.71
CLM-10062,2022-07-26,2022-08-21,2023-03-08,56754.38
CLM-10002,2024-02-07,2024-02-13,2024-05-14,36587.29
CLM-10220,2022-09-04,2022-09-22,2023-04-16,34695.38
CLM-10364,2024-06-19,2024-07-06,2024-11-26,18127.93
CLM-10213,2023-06-19,2023-07-13,2024-01-19,57676.98
CLM-10263,2022-05-02,2022-05-25,2022-07-03,39147.18
CLM-10638,2023-06-21,2023-09-09,2024-09-26,9050.34
CLM-10176,2023-10-06,2023-11-14,2024-04-22,-10042.37
CLM-10229,2022-11-22,2023-01-23,2023-04-14,8928.56
CLM-10196,2022-01-05,2022-02-18,2022-09-16,36898.47
CLM-10293,2024-12-14,2025-02-08,2025-05-09,4779.44
CLM-10025,2023-04-02,2023-06-03,2023-08-10,9237.73
CLM-10227,2023-10-02,,2024-11-21,40929.16
CLM-10181,2024-10-30,2024-11-23,2024-12-15,61945.67
CLM-10358,2020-05-24,2020-08-17,2021-01-13,12500.6
CLM-10713,2021-07-28,2021-07-30,2022-05-18,40714.63
CLM-10216,2020-12-26,2021-01-26,2021-05-23,78705.99
CLM-10786,2023-02-07,2023-04-13,2023-08-14,6300.79
CLM-10531,2023-11-14,2023-11-26,2024-01-20,77260.79
CLM-10357,2023-01-29,2023-04-03,2023-08-10,-23705.45
CLM-10736,2021-11-10,2022-01-29,2023-02-20,55309.43
CLM-10082,2023-06-17,2023-08-04,2023-10-11,70667.19
CLM-10721,2022-05-11,,2023-12-14,42434.63
CLM-10045,2021-10-18,2021-11-28,2022-04-29,11370.47
CLM-10714,2023-03-03,2023-03-04,2024-06-16,42364.33
CLM-10008,2022-06-09,2022-08-03,2024-03-24,17637.49
CLM-10212,2024-09-13,2024-09-22,2024-10-08,38641.72
CLM-10437,2021-01-18,2021-01-30,2021-07-15,74217.33
CLM-10521,2022-01-05,2022-02-05,2023-03-15,-15327.78
CLM-10013,2022-08-29,2022-11-06,2024-03-22,51353.61
CLM-10108,2020-10-11,2020-12-27,2021-06-16,4809.52
CLM-10465,2021-08-14,2021-11-02,2022-07-09,-16336.47
CLM-10207,2021-06-11,2021-09-06,2021-10-19,13592.53
CLM-10696,2023-06-01,2023-07-04,2023-10-17,83361.04
CLM-10703,2020-11-03,2021-01-20,2021-05-20,34552.52
CLM-10785,2021-05-19,2021-08-03,2022-02-13,39038.18
CLM-10223,2020-06-27,2020-08-09,2021-03-03,40006.78
CLM-10240,2021-10-03,2021-12-16,2022-12-29,70379.92
CLM-10058,2021-04-10,2021-04-27,2022-02-16,-17382.93
CLM-10405,2021-01-28,2021-03-04,2021-09-17,13742.39
CLM-10650,2021-06-25,2021-07-31,2021-12-26,-15027.66
CLM-10474,2022-08-01,2022-10-09,2023-03-07,54698.97
CLM-10524,2021-07-10,2021-08-06,2022-02-12,2652.0
CLM-10507,2024-04-29,2024-05-01,2025-02-24,54187.83
CLM-10606,2022-04-02,2022-05-23,2022-06-27,27890.19
CLM-10005,2021-06-15,2021-07-16,2022-09-05,42186.56
CLM-10278,2022-12-07,2022-12-16,2023-08-27,48824.02
CLM-10710,2021-03-15,2021-05-31,2021-07-21,-2513.91
CLM-10442,2024-07-27,2024-09-16,2024-12-29,55084.84
CLM-10160,2021-05-24,2021-06-29,2021-12-09,-13934.81
CLM-10039,2024-08-19,2024-10-04,2025-02-15,32730.97
CLM-10708,2021-11-16,2021-12-23,2022-11-02,12622.98
CLM-10240,2021-10-03,2021-12-16,2022-05-31,37781.49
CLM-10796,2022-02-06,2022-02-21,2022-06-16,73451.07
CLM-10604,2021-06-20,2021-09-11,2021-10-30,67744.87
CLM-10534,2021-04-08,2021-04-10,2021-11-08,46020.86
CLM-10287,2020-04-13,2020-05-01,2020-08-16,16384.69
CLM-10067,2021-04-24,2021-05-11,2021-11-05,55803.5
CLM-10705,2021-11-18,2022-01-29,2022-07-25,11157.96
CLM-10290,2024-01-22,2024-02-13,2025-05-23,46495.32
CLM-10058,2021-04-10,2021-04-27,2022-07-15,70727.86
CLM-10705,2021-11-18,2022-01-29,2022-06-10,58168.27
CLM-10455,2023-09-17,2023-10-10,2024-04-12,-22866.29
CLM-10783,2023-05-31,2023-07-12,2023-10-15,4507.24
CLM-10705,2021-11-18,2022-01-29,2022-12-27,69222.93
CLM-10166,2022-06-27,2022-06-28,2022-10-19,72132.67
CLM-10759,2024-06-17,2024-09-13,2025-03-04,51223.78
CLM-10758,2021-01-31,2021-03-23,2022-12-13,67716.04
CLM-10446,2024-11-02,2024-11-04,2024-11-29,32738.43
CLM-10080,2021-02-18,2021-03-21,2021-09-04,60929.2
CLM-10084,2022-06-24,2022-08-20,2023-08-14,44308.1
CLM-10569,2021-02-06,2021-03-08,2021-04-28,60295.8
CLM-10314,2021-08-08,2021-10-17,2022-05-09,52394.01
CLM-10480,2020-05-23,2020-06-17,2020-07-07,83422.56
CLM-10007,2022-12-13,2023-01-27,2023-07-25,20965.9
CLM-10004,2023-06-08,2023-07-08,2023-12-28,71148.97
CLM-10019,2023-11-17,2023-12-03,2024-08-26,52635.82
CLM-10244,2022-04-04,2022-06-13,2022-12-25,-16273.68
CLM-10463,2022-07-08,2022-08-18,2023-12-14,20031.95
CLM-10723,2024-02-26,2024-03-30,2024-04-17,33303.34
CLM-10042,2020-07-23,2020-09-27,2021-06-21,75890.03
CLM-10749,2021-05-21,2021-06-26,2022-02-10,3093.75
CLM-10776,2024-12-02,2025-01-01,2024-10-23,61784.15
CLM-10709,2020-11-01,2021-01-16,2021-12-14,48524.39
CLM-10053,2021-02-08,2021-03-05,2021-05-27,80549.65
CLM-10112,2022-08-24,2022-10-23,2023-10-30,23285.1
CLM-10482,2024-02-01,2024-02-23,2024-06-11,33190.89
CLM-10283,2022-06-16,,2022-12-23,28138.87
CLM-10756,2022-07-31,2022-08-17,2023-02-24,-13367.05
CLM-10136,2024-05-01,2024-06-03,2025-02-03,47945.46
CLM-10235,2022-09-19,2022-12-14,2023-09-28,80039.87
CLM-10421,2021-02-14,2021-03-17,2021-12-31,62813.31
CLM-10771,2022-08-19,2022-09-08,2024-03-03,-2187.12
CLM-10429,2020-04-12,2020-06-20,2020-09-27,27235.93
CLM-10753,2022-06-29,2022-08-01,2023-03-21,27993.35
CLM-10195,2024-03-07,2024-03-18,2025-03-09,-7645.93
CLM-10127,2023-07-03,2023-07-11,2024-03-30,75377.33
CLM-10574,2023-10-04,2023-10-24,2024-08-28,30859.21
CLM-10181,2024-10-30,2024-11-23,2025-05-16,38152.09
CLM-10240,2021-10-03,2021-12-16,2022-08-11,32544.15
CLM-10139,2024-01-29,2024-02-27,2024-04-29,55232.62
CLM-10291,2021-10-21,2022-01-05,2022-05-11,80501.5
CLM-10224,2020-11-06,2021-01-11,2021-07-03,72844.73
CLM-10417,2022-01-24,2022-03-03,2022-09-17,14499.85
CLM-10636,2023-03-31,2023-05-03,2024-04-13,83151.65
CLM-10793,2024-04-10,2024-06-19,2025-05-16,77787.39
CLM-10261,2020-07-16,2020-08-28,2020-12-24,74600.77
CLM-10761,2022-05-24,2022-07-03,2023-03-04,73043.66
CLM-10341,2024-05-09,2024-06-16,2024-09-24,18396.39
CLM-10570,2021-09-30,2021-12-06,2022-03-28,-12217.57
CLM-10384,2022-07-02,2022-08-08,2023-10-05,53679.84
CLM-10318,2024-09-05,2024-11-01,2025-03-04,71084.42
CLM-10457,2023-05-27,2023-08-16,2024-09-21,4677.41
CLM-10178,2022-10-17,2022-12-16,2023-05-09,11560.5
CLM-10597,2021-08-12,2021-09-02,2022-02-01,72262.81
CLM-10800,2024-02-01,2024-02-14,2024-05-31,30278.65
CLM-10575,2021-05-18,2021-06-03,2021-11-03,71328.74
CLM-10209,2024-01-20,2024-01-26,2024-08-06,57275.5
CLM-10603,2022-01-03,2022-02-24,2023-12-22,77607.85
CLM-10768,2023-04-21,2023-06-26,2024-08-05,17010.06
CLM-10784,2022-11-25,2022-12-09,2023-11-29,33135.29
CLM-10415,2021-08-30,2021-11-09,2023-01-11,39220.34
CLM-10684,2022-05-06,2022-06-26,2022-08-20,58535.43
CLM-10222,2024-01-06,2024-04-01,2024-07-03,2516.9
CLM-10657,2023-02-24,2023-05-21,2023-09-28,16771.26
CLM-10292,2020-04-20,2020-05-25,2020-10-30,77870.25
CLM-10044,2020-04-01,2020-06-10,2020-09-09,80189.5
CLM-10100,2024-08-17,2024-09-07,2025-04-26,42243.41
CLM-10569,2021-02-06,2021-03-08,2021-05-19,-7989.65
CLM-10065,2023-05-05,2023-07-30,2024-04-18,84303.22
CLM-10768,2023-04-21,2023-06-26,2024-10-06,70479.62
CLM-10030,2023-06-22,2023-07-19,2024-01-04,25421.92
CLM-10478,2020-09-23,2020-12-14,2021-10-07,84422.36
CLM-10306,2024-08-02,2024-08-05,2024-12-18,9974.94
CLM-10624,2023-03-12,2023-04-18,2024-02-25,64393.28
CLM-10097,2021-04-13,2021-06-26,2022-03-30,27077.46
CLM-10041,2023-01-01,2023-02-09,2022-11-23,34873.39
CLM-10595,2023-12-26,2024-01-15,2024-11-30,38764.38
CLM-10116,2023-04-19,2023-07-04,2024-06-11,53582.51
CLM-10042,2020-07-23,2020-09-27,2021-11-18,7674.14
CLM-10551,2024-10-06,2024-12-08,2025-02-11,33037.97
CLM-10514,2020-07-07,2020-08-22,2020-09-15,25659.15
CLM-10523,2021-06-09,2021-08-23,2021-10-28,28583.76
CLM-10279,2023-10-19,2023-12-06,2025-01-21,25715.11
CLM-10582,2020-04-30,2020-06-20,2021-04-19,3828.33
CLM-10714,2023-03-03,2023-03-04,2023-08-21,12249.21
CLM-10657,2023-02-24,2023-05-21,2025-02-07,-15916.46
CLM-10409,2021-12-02,2022-02-15,2023-01-15,73041.59
CLM-10721,2022-05-11,,2023-04-21,24246.42
CLM-10587,2020-08-02,,2021-04-01,77182.23
CLM-10134,2021-03-30,2021-05-13,2021-07-27,43080.65
CLM-10553,2022-12-07,2023-02-16,2023-07-01,-10172.06
CLM-10149,2021-12-20,2022-02-10,2022-07-25,65762.87
CLM-10011,2020-03-23,2020-04-06,2021-04-21,69440.36
CLM-10783,2023-05-31,2023-07-12,2025-01-11,2305.64
CLM-10430,2020-05-28,2020-07-12,2020-09-02,16633.02
CLM-10756,2022-07-31,2022-08-17,2023-07-22,5718.49
CLM-10793,2024-04-10,2024-06-19,2024-10-11,28144.42
CLM-10036,2023-12-30,,2024-06-07,-13053.42
CLM-10629,2021-09-22,2021-09-24,2022-03-20,10251.57
CLM-10642,2021-04-07,,2021-10-16,4253.07
CLM-10392,2022-01-10,2022-03-09,2022-06-03,-5124.27
CLM-10123,2022-08-08,2022-10-14,2023-04-24,-3219.96
CLM-10749,2021-05-21,2021-06-26,2021-07-12,84563.1
CLM-10193,2023-03-03,2023-05-29,2023-10-23,21595.67
CLM-10447,2024-09-25,2024-11-10,2025-04-24,19543.41
CLM-10773,2021-06-28,2021-09-03,2022-08-03,20008.49
CLM-10704,2022-10-31,2022-12-12,2023-12-08,25851.27
CLM-10228,2020-02-22,2020-03-12,2021-01-17,65306.39
CLM-10653,2024-04-05,2024-07-01,2025-02-21,44647.16
CLM-10261,2020-07-16,2020-08-28,2021-06-04,83960.91
CLM-10554,2023-11-21,2023-12-29,2024-02-19,50616.11
CLM-10256,2024-04-04,2024-07-02,2025-05-26,2240.52
CLM-10335,2021-01-30,2021-03-14,2022-02-28,60357.84
CLM-10050,2023-10-05,2023-10-07,2024-03-06,-3946.93
CLM-10028,2020-03-02,2020-05-30,2021-06-30,-4699.85
CLM-10646,2021-06-05,2021-08-10,2022-04-13,15170.93
CLM-10603,2022-01-03,2022-02-24,2022-12-01,51610.65
CLM-10232,2021-09-05,2021-09-10,2022-09-30,-17212.92
CLM-10708,2021-11-16,2021-12-23,2022-07-10,52633.28
CLM-10282,2022-10-12,2022-11-30,2023-02-19,40533.56
CLM-10365,2021-08-01,2021-08-17,2022-06-27,16181.32
CLM-10458,2022-10-02,2022-10-24,2023-10-02,51953.62
CLM-10297,2024-01-11,2024-02-17,2024-04-23,74895.74
CLM-10418,2021-10-26,2021-11-30,2023-08-28,4744.53
CLM-10686,2023-11-14,2024-02-01,2024-04-18,61988.0
CLM-10296,2021-12-26,2022-02-17,2022-10-21,-17542.73
CLM-10335,2021-01-30,2021-03-14,2022-08-08,26208.84
CLM-10070,2020-09-04,,2020-11-05,83709.23
CLM-10546,2020-09-10,2020-12-03,2021-07-08,-6289.15
CLM-10532,2023-12-24,2024-02-25,2024-05-29,-20469.88
CLM-10118,2024-12-20,2025-01-20,2025-04-08,61610.41
CLM-10788,2024-04-03,2024-06-24,2024-12-29,64130.37
CLM-10594,2024-08-04,2024-09-12,2025-04-17,66258.41
CLM-10065,2023-05-05,2023-07-30,2025-02-21,15840.42
CLM-10450,2021-07-26,2021-09-22,2021-10-22,7409.3
CLM-10472,2023-03-07,2023-05-19,2024-08-28,34281.47
CLM-10452,2024-01-17,2024-03-27,2025-02-04,44981.04
CLM-10706,2020-01-06,,2020-06-24,-18049.22
CLM-10022,2022-03-04,2022-05-25,2022-10-29,26750.5
CLM-10094,2023-06-28,2023-08-02,2023-12-29,23264.32
CLM-10130,2020-12-06,2021-02-18,2021-09-22,44757.96
CLM-10191,2024-10-23,,2025-02-23,56508.39
CLM-10499,2023-01-08,2023-03-19,2023-10-02,73773.09
CLM-10416,2022-03-28,,2023-04-05,27727.51
CLM-10306,2024-08-02,2024-08-05,2024-08-28,34477.12
CLM-10593,2021-03-11,2021-05-26,2021-12-26,8477.92
CLM-10492,2024-02-27,2024-04-15,2024-08-24,13626.43
CLM-10157,2020-12-19,2021-01-27,2021-07-01,73215.5
CLM-10672,2021-07-09,2021-08-25,2021-12-07,10435.01
CLM-10020,2024-05-09,2024-07-13,2025-05-01,-22880.69
CLM-10698,2024-04-24,2024-07-13,2024-11-16,12420.85
CLM-10054,2021-04-24,2021-05-10,2022-01-16,14774.02
CLM-10275,2023-10-12,2023-12-31,2024-11-19,-1634.73
CLM-10455,2023-09-17,2023-10-10,2024-09-06,66117.9
CLM-10050,2023-10-05,2023-10-07,2024-04-27,43717.07
CLM-10204,2022-02-15,2022-05-14,2022-09-20,46262.06
CLM-10146,2020-09-10,2020-11-21,2021-04-28,80778.44
CLM-10296,2021-12-26,2022-02-17,2023-01-31,21043.68
CLM-10164,2023-05-27,2023-06-08,2023-12-02,-6035.9
CLM-10073,2023-03-15,2023-06-08,2023-10-12,12371.38
CLM-10186,2020-04-14,2020-04-30,2020-11-27,84570.92
CLM-10089,2021-11-22,2021-12-29,2022-07-04,72714.88
CLM-10271,2021-05-25,,2021-08-07,77412.12
CLM-10361,2024-08-09,2024-09-15,2025-01-04,-2990.59
CLM-10422,2023-11-02,2023-12-15,2024-03-11,-4729.47
CLM-10624,2023-03-12,2023-04-18,2024-03-19,55486.0
CLM-10308,2023-06-13,2023-08-18,2024-09-12,4908.13
CLM-10305,2023-10-04,2023-11-16,2024-04-04,12270.09
CLM-10733,2021-09-06,2021-10-18,2022-02-12,38328.78
CLM-10368,2021-10-30,2021-12-02,2022-05-09,34691.19
CLM-10011,2020-03-23,2020-04-06,2020-10-17,-20741.68
CLM-10453,2022-02-14,2022-03-16,2022-08-27,3829.82
CLM-10171,2021-09-13,2021-11-10,2022-04-23,81169.52
CLM-10137,2023-01-10,2023-02-11,2023-05-25,17602.32
CLM-10145,2020-01-21,2020-03-11,2019-12-05,30151.28
CLM-10226,2023-06-04,2023-08-16,2024-01-31,48406.86
CLM-10368,2021-10-30,2021-12-02,2022-06-21,-10746.76
CLM-10036,2023-12-30,,2024-04-02,5575.03
CLM-10665,2020-10-22,2020-12-05,2022-03-02,35042.13
CLM-10461,2023-06-03,2023-06-28,2023-11-23,-17120.33
CLM-10539,2020-08-28,2020-11-18,2021-04-18,2866.09
CLM-10542,2024-06-15,2024-07-16,2024-09-28,3327.67
CLM-10770,2023-07-08,2023-08-18,2024-06-16,24435.38
CLM-10613,2024-06-12,2024-09-05,2025-03-21,29681.16
CLM-10774,2021-09-02,2021-10-07,2022-04-22,43257.56
CLM-10711,2023-08-15,2023-08-27,2024-07-15,36629.53
CLM-10221,2022-02-14,2022-04-25,2023-01-06,-10856.29
CLM-10281,2024-08-06,2024-10-23,2025-03-02,44218.29
CLM-10608,2020-06-26,2020-08-20,2021-07-04,33317.2
CLM-10162,2020-02-24,2020-04-24,2020-05-27,61415.01
CLM-10215,2022-05-18,2022-06-05,2023-01-08,12180.4
CLM-10225,2022-12-14,2023-02-01,2023-07-28,82932.23
CLM-10035,2023-06-12,2023-08-11,2024-02-27,5458.9
CLM-10734,2020-05-02,2020-06-10,2021-04-04,54966.56
CLM-10074,2022-05-14,2022-06-22,2023-05-27,68944.78
CLM-10258,2022-09-21,2022-12-07,2024-05-27,57755.99
CLM-10620,2024-02-20,2024-05-19,2024-09-17,61732.06
CLM-10128,2022-01-16,2022-01-26,2022-06-10,68893.65
CLM-10714,2023-03-03,2023-03-04,2023-10-26,-10021.14
CLM-10678,2022-12-22,2023-03-11,2023-07-01,47832.56
CLM-10027,2021-06-20,2021-08-27,2022-07-14,15959.2
CLM-10427,2021-02-16,2021-04-15,2022-07-05,25550.0
CLM-10499,2023-01-08,2023-03-19,2024-10-04,35792.23
